"","gender","race_ethnicity","parent_edulevel","lunch","test_preparation_course","subject","score"
"606","male","group C","some high school","standard","none","math",75
"607","female","group C","associate's degree","standard","none","math",85
"608","female","group C","master's degree","free/reduced","none","math",40
"609","female","group E","some college","standard","none","math",61
"610","female","group B","associate's degree","standard","none","math",58
"611","male","group D","some college","free/reduced","completed","math",69
"612","female","group C","some college","standard","none","math",58
"613","male","group C","bachelor's degree","standard","completed","math",94
"614","female","group C","associate's degree","standard","none","math",65
"615","female","group A","associate's degree","standard","none","math",82
"616","female","group C","high school","standard","none","math",60
"617","female","group E","bachelor's degree","standard","none","math",37
"618","male","group D","bachelor's degree","standard","none","math",88
